Date,Time,Currency,Impact,Event,Previous,Forecast,Actual
Mar29.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,09::32,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,10::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,17::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,19::55,N/A,N/A,N/A,N/A,N/A,N/A
Mar29.2023,22::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,01::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,10::10,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar30.2023,20::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,06::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,20::05,N/A,N/A,N/A,N/A,N/A,N/A
Mar31.2023,22::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr01.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr01.2023,03::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr01.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr01.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr02.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,02::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,21::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr03.2023,23::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,04::35,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,05::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,10::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,15::28,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr04.2023,18::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,03::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,03::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,08::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,08::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,08::55,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,10::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr05.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,02::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,02::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,04::35,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,06::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,10::05,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr06.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,05::59,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr07.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr08.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr09.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,06::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr10.2023,21::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,06::58,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,09::31,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,18::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr11.2023,23::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,05::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,10::37,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr12.2023,20::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,03::56,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,04::24,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,04::25,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,09::48,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,10::02,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,24::08,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,24::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,14::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,18::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr13.2023,23::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,07::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,07::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,13::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,14::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,16::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr14.2023,19::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr15.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr16.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr16.2023,23::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr16.2023,23::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,16::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr17.2023,21::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,03::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,10::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,13::32,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,15::54,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,16::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr18.2023,18::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,05::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,10::34,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,13::13,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,19::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,22::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr19.2023,23::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,02::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,03::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,05::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,08::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,09::41,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,10::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,24::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,13::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,15::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,15::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,15::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,16::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,17::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,20::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr20.2023,21::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,12::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,12::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,12::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,01::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,08::15,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,08::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,09::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,14::45,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr21.2023,21::35,N/A,N/A,N/A,N/A,N/A,N/A
Apr22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr22.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr23.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,12::01,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,09::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,11::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,13::30,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,14::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr24.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr25.2023,,N/A,N/A,N/A,N/A,N/A,N/A
Apr25.2023,12::50,N/A,N/A,N/A,N/A,N/A,N/A
Apr25.2023,06::00,N/A,N/A,N/A,N/A,N/A,N/A
Apr25.2023,07::00,N/A,N/A,N/A,N/A,N/A,N/A
